time,Backup:backupCopyFilesCount,Backup:backupCopyFilesMs,BtreeOp:nBinDeltaDelete,BtreeOp:nBinDeltaGet,BtreeOp:nBinDeltaInsert,BtreeOp:nBinDeltaUpdate,BtreeOp:nRootSplits,BtreeOp:relatchesRequired,Cache:DOSBytes,Cache:adminBytes,Cache:cacheTotalBytes,Cache:dataBytes,Cache:lockBytes,Cache:lruDirtySize,Cache:lruMixedSize,Cache:nBINDeltasFetchMiss,Cache:nBINsFetch,Cache:nBINsFetchMiss,Cache:nBINsFetchMissRatio,Cache:nBinDeltaBlindOps,Cache:nBytesEvictedCACHEMODE,Cache:nBytesEvictedCRITICAL,Cache:nBytesEvictedDAEMON,Cache:nBytesEvictedEVICTORTHREAD,Cache:nBytesEvictedMANUAL,Cache:nCachedBINDeltas,Cache:nCachedBINs,Cache:nCachedUpperINs,Cache:nDirtyNodesEvicted,Cache:nEvictionRuns,Cache:nFullBINsMiss,Cache:nINCompactKey,Cache:nINNoTarget,Cache:nINSparseTarget,Cache:nLNsEvicted,Cache:nLNsFetch,Cache:nLNsFetchMiss,Cache:nNodesEvicted,Cache:nNodesMovedToDirtyLRU,Cache:nNodesMutated,Cache:nNodesPutBack,Cache:nNodesSkipped,Cache:nNodesStripped,Cache:nNodesTargeted,Cache:nRootNodesEvicted,Cache:nSharedCacheEnvironments,Cache:nThreadUnavailable,Cache:nUpperINsFetch,Cache:nUpperINsFetchMiss,Cache:sharedCacheTotalBytes,Checkpoints:lastCheckpointEnd,Checkpoints:lastCheckpointId,Checkpoints:lastCheckpointInterval,Checkpoints:lastCheckpointStart,Checkpoints:nCheckpoints,Checkpoints:nDeltaINFlush,Checkpoints:nFullBINFlush,Checkpoints:nFullINFlush,Cleaning:activeLogSize,Cleaning:availableLogSize,Cleaning:maxPredictedUtilization,Cleaning:maxUtilization,Cleaning:minPredictedUtilization,Cleaning:minUtilization,Cleaning:nBINDeltasCleaned,Cleaning:nBINDeltasDead,Cleaning:nBINDeltasMigrated,Cleaning:nBINDeltasObsolete,Cleaning:nCleanerDeletions,Cleaning:nCleanerDisksReads,Cleaning:nCleanerEntriesRead,Cleaning:nCleanerRuns,Cleaning:nINsCleaned,Cleaning:nINsDead,Cleaning:nINsMigrated,Cleaning:nINsObsolete,Cleaning:nLNQueueHits,Cleaning:nLNsCleaned,Cleaning:nLNsDead,Cleaning:nLNsExpired,Cleaning:nLNsExtinct,Cleaning:nLNsLocked,Cleaning:nLNsMarked,Cleaning:nLNsMigrated,Cleaning:nLNsObsolete,Cleaning:nPendingDBsIncomplete,Cleaning:nPendingDBsProcessed,Cleaning:nPendingLNsLocked,Cleaning:nPendingLNsProcessed,Cleaning:nRevisalRuns,Cleaning:nTwoPassRuns,Cleaning:pendingDBQueueSize,Cleaning:pendingLNQueueSize,Cleaning:protectedLogSize,Cleaning:protectedLogSizeMap,Cleaning:reservedLogSize,Cleaning:totalLogSize,Environment:environmentCreationTime,Eraser:eraserCycleEnd,Eraser:eraserCycleStart,Eraser:eraserFSyncs,Eraser:eraserFilesAlreadyDeleted,Eraser:eraserFilesDeleted,Eraser:eraserFilesErased,Eraser:eraserFilesRemaining,Eraser:eraserReadBytes,Eraser:eraserReads,Eraser:eraserWriteBytes,Eraser:eraserWrites,I/O:bufferBytes,I/O:endOfLog,I/O:fSync95Ms,I/O:fSync99Ms,I/O:fSyncAvgMs,I/O:fSyncMaxMs,I/O:nBytesReadFromWriteQueue,I/O:nBytesWrittenFromWriteQueue,I/O:nCacheMiss,I/O:nFSyncRequests,I/O:nFSyncs,I/O:nFileOpens,I/O:nGroupCommitRequests,I/O:nGrpCommitTimeouts,I/O:nLogBuffers,I/O:nLogFSyncs,I/O:nNoFreeBuffer,I/O:nNotResident,I/O:nOpenFiles,I/O:nRandomReadBytes,I/O:nRandomReads,I/O:nRandomWriteBytes,I/O:nRandomWrites,I/O:nReadsFromWriteQueue,I/O:nRepeatFaultReads,I/O:nRepeatIteratorReads,I/O:nSequentialReadBytes,I/O:nSequentialReads,I/O:nSequentialWriteBytes,I/O:nSequentialWrites,I/O:nTempBufferWrites,I/O:nWriteQueueOverflow,I/O:nWriteQueueOverflowFailures,I/O:nWritesFromWriteQueue,Jvm:G1 Old Generation.count,Jvm:G1 Old Generation.time,Jvm:G1 Young Generation.count,Jvm:G1 Young Generation.time,Jvm:heap,Jvm:loadAverage,Locks:nLatchAcquireNoWaitUnsuccessful,Locks:nLatchAcquiresNoWaitSuccessful,Locks:nLatchAcquiresNoWaiters,Locks:nLatchAcquiresSelfOwned,Locks:nLatchAcquiresWithContention,Locks:nLatchReleases,Locks:nRequests,Locks:nWaits,Node Compression:cursorsBins,Node Compression:dbClosedBins,Node Compression:inCompQueueSize,Node Compression:nonEmptyBins,Node Compression:processedBins,Node Compression:splitBins,OffHeap:offHeapAllocFailure,OffHeap:offHeapAllocOverflow,OffHeap:offHeapBINsLoaded,OffHeap:offHeapBINsStored,OffHeap:offHeapCachedBINDeltas,OffHeap:offHeapCachedBINs,OffHeap:offHeapCachedLNs,OffHeap:offHeapCriticalNodesTargeted,OffHeap:offHeapDirtyNodesEvicted,OffHeap:offHeapLNsEvicted,OffHeap:offHeapLNsLoaded,OffHeap:offHeapLNsStored,OffHeap:offHeapLruSize,OffHeap:offHeapNodesEvicted,OffHeap:offHeapNodesMutated,OffHeap:offHeapNodesSkipped,OffHeap:offHeapNodesStripped,OffHeap:offHeapNodesTargeted,OffHeap:offHeapThreadUnavailable,OffHeap:offHeapTotalBlocks,OffHeap:offHeapTotalBytes,Op:priDelete,Op:priDeleteFail,Op:priInsert,Op:priInsertFail,Op:priPosition,Op:priSearch,Op:priSearchFail,Op:priUpdate,Op:secDelete,Op:secInsert,Op:secPosition,Op:secSearch,Op:secSearchFail,Op:secUpdate,TaskCoordinator:nApplicationPermits,TaskCoordinator:nDeficitPermits,TaskCoordinator:nRealPermits
2025-01-18 11:32:33.551 UTC, , , , , , , , , ,125,3245965,99664,448, ,8, , , , , , , , , , , ,8,8, , , ,3,2,8, , , , , , , , , , , , , , , , ,623819,4, ,599090, , , , ,623873,105882480640,34,34,34,34, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,623873,1737199173206,,, , , , , , , , , ,3145728,623819, , , , , , , , , , , , ,3, , , ,1, , , , , , , , , , , , , , , , , ,1,12,114672176,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2025-01-18 11:33:33.569 UTC, , , , , , , , , ,125,3245965,99664,448, ,8, , , , , , , , , , , ,8,8, , , ,3,2,8, , , , , , , , , , , , , , , , ,623819,4, ,599090, , , , ,623873,105880010752,34,34,34,34, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,623873,1737199173206,,, , , , , , , , , ,3145728,623819, , , , , , , , , , , , ,3, , , ,1, , , , , , , , , , , , , , , , , , , ,128303664,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2025-01-18 11:34:33.587 UTC, , , , , , , , , ,125,3245965,99664,448, ,8, , , , , , , , , , , ,8,8, , , ,3,2,8, , , , , , , , , , , , , , , , ,623819,4, ,599090, , , , ,623873,105883656192,34,34,34,34, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,623873,1737199173206,,, , , , , , , , , ,3145728,623819, , , , , , , , , , , , ,3, , , ,1, , , , , , , , , , , , , , , , , , , ,141935152,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2025-01-18 11:35:33.600 UTC, , , , , , , , , ,125,3245965,99664,448, ,8, , , , , , , , , , , ,8,8, , , ,3,2,8, , , , , , , , , , , , , , , , ,623819,4, ,599090, , , , ,623873,105876037632,34,34,34,34, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,623873,1737199173206,,, , , , , , , , , ,3145728,623819, , , , , , , , , , , , ,3, , , ,1, , , , , , , , , , , , , , , , , , , ,155566640,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2025-01-18 11:36:33.608 UTC, , , , , , , , , ,125,3245965,99664,448, ,8, , , , , , , , , , , ,8,8, , , ,3,2,8, , , , , , , , , , , , , , , , ,623819,4, ,599090, , , , ,623873,105869922304,34,34,34,34, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,623873,1737199173206,,, , , , , , , , , ,3145728,623819, , , , , , , , , , , , ,3, , , ,1, , , , , , , , , , , , , , , , , , , ,169198128,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2025-01-18 11:37:33.625 UTC, , , , , , , , , ,125,3245965,99664,448, ,8, , , , , , , , , , , ,8,8, , , ,3,2,8, , , , , , , , , , , , , , , , ,623819,4, ,599090, , , , ,623873,105867739136,34,34,34,34, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,623873,1737199173206,,, , , , , , , , , ,3145728,623819, , , , , , , , , , , , ,3, , , ,1, , , , , , , , , , , , , , , , , , , ,182829616,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2025-01-18 11:38:33.639 UTC, , , , , , , , , ,125,3245965,99664,448, ,8, , , , , , , , , , , ,8,8, , , ,3,2,8, , , , , , , , , , , , , , , , ,623819,4, ,599090, , , , ,623873,105867624448,34,34,34,34, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,623873,1737199173206,,, , , , , , , , , ,3145728,623819, , , , , , , , , , , , ,3, , , ,1, , , , , , , , , , , , , , , , , , , ,195412528,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2025-01-18 11:39:33.647 UTC, , , , , , , , , ,125,3245965,99664,448, ,8, , , , , , , , , , , ,8,8, , , ,3,2,8, , , , , , , , , , , , , , , , ,623819,4, ,599090, , , , ,623873,105866334208,34,34,34,34, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,623873,1737199173206,,, , , , , , , , , ,3145728,623819, , , , , , , , , , , , ,3, , , ,1, , , , , , , , , , , , , , , , , , , ,209044016,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2025-01-18 11:40:33.656 UTC, , , , , , , , , ,125,3245965,99664,448, ,8, , , , , , , , , , , ,8,8, , , ,3,2,8, , , , , , , , , , , , , , , , ,623819,4, ,599090, , , , ,623873,105861181440,34,34,34,34, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,623873,1737199173206,,, , , , , , , , , ,3145728,623819, , , , , , , , , , , , ,3, , , ,1, , , , , , , , , , , , , , , , , , , ,222675504,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2025-01-18 11:41:23.526 UTC, , , , , , , , , ,125,3245517,99664, , ,8, ,8, , , , , , , , , ,8,8, , , ,3,2,8, ,21, , , , , , , , , , , , , , ,623819,4, ,599090, , , , ,623873,105858777088,34,34,34,34, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,623873,1737199173206,,, , , , , , , , , ,3145728,623819, , , , , , , , , , , , ,3, , , ,1, , , , , , , , , , , , , , , , , , , ,265667120,1, , , , , , ,22, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,15,6, , , , , , , , , , , 
